id_dataset,bulan,perusahaan,jenis,jumlah,total,potensial
203,november,ATEJA TRITUNGGAL CORPORATION,LOGISTIK,50,5000000,potensial
204,november,KPP PRATAMA CIMAHI,SKH,10,700000,potensial
205,november,RSUD CIBABAT,SKH,2,14000,potensial
206,november,BPKP JABAR,SKH,1000,7000000,tidak
